English,German
English: Secondary Y-Axes,Sekundäre y-Achsen
English: Series Point,Serienpunkt
English: Edit Form,Formular bearbeiten
English: On,An
English: Restore Occurrence,Ereignis wiederherstellen
English: Whole Page,Ganze Seite
English: References,Verweise
English: Delete entire row,Ganze Zeile löschen
English: Delete entire column,Ganze Spalte löschen
English: Underline style,Unterstreichungstil
English: Underline color,Unterstreichungsfarbe
English: Place in this document,In dieses Dokument platzieren
English: Insert entire row,Ganze Zeile einfügen
English: Insert entire column,Ganze Spalte einfügen
English: Number of rows,Anzahl der Zeilen
English: Headers and footers,Kopf- und Fußzeilen
English: Selected sections,Markierte Abschnitte
English: Pagination,Seitenumbruch
English: Page break before,Seitenumbruch oberhalb
English: Replace with,Ersetzen durch
English: Set,Festlegen
English: Make the selected text bold.,Ausgewählten Text fett darstellen.
English: One,Eins
English: Display special formatting for the first column of the table.,Zeigt Sonderformatierung für die erste Spalte der Tabelle.
English: Banded Columns,Verbundene Spalten
English: Select Column,Tabellen Spalten auswählen
English: Select Row,Zeile auswählen
English: Select Table,Tabelle auswählen
English: Delete Table,Tabelle löschen
English: Align Top Left,Oben links ausrichten
English: Align Top Center,Oben zentriert ausrichten
English: Align Top Right,Oben rechts ausrichten
English: Align Bottom Left,Unten links Ausrichten
English: Align Bottom Center,Unten zentriert ausrichten
English: Simple View,Einfache Ansicht
English: Edit Hyperlink,Hyperlink bearbeiten
English: Remove Hyperlink,Hyperlink entfernen
English: Update Field,Feld aktualisieren
English: Toggle Field Codes,Feldfunktionen ändern
English: Show axis labels.,Achsenbeschriftungen anzeigen.
English: Funnel Series,Trichter Serie
English: Choose a datasource:,Wählen Sie eine Datenquelle:
English: Moving Average,Gleitender Durchschnitt
English: Runtime Rotation,Rotation Laufzeit
English: Vertical Alignment,Vertikale Ausrichtung
English: Hole Radius Percent,Lochradius in Prozent
English: Trend Line,Trendlinie
English: Quarter-Year,Viertel-Jahr
English: Pies,Torten
English: Pivot,Pivot
English: Ones,Diejenigen
English: Last Quarter,Letztes Quartal
English: Series Name,Name der Reihe
English: To:,Bis:
English: Stock,Kurs
English: Value Member,Wert Mitglied
English: Threshold Value,Schwellenwert
English: Groups,Gruppen
English: Exact,Exakt
English: Auto Height,Automatische Höhe
English: Does not equal,Ist nicht gleich
English: Item Filter,Elementfilter
English: Clear Rules,Regeln löschen
English: Format...,Format...
English: Undefined,Undefiniert
English: 5 Boxes,5 Kästchen
English: 3 Flags,3 Flaggen
English: Data Member:,Datenobjekt:
English: Rotate to the Right,Nach rechts rotieren
English: Stop If True,Stoppen wenn wahr
English: Forward Diagonal,Vorwärts diagonal
English: Backward Diagonal,Rückwärts diagonal
English: Customize,Anpassen
English: Bottom Margin,Unterer Rand
English: Toolbar,Symbolleiste
English: Web Page,Webseite
English: Single File Web Page,Einzelne Datei Webseite
English: Gauge,Messgerät
English: Show all,Alle anzeigen
English: none,keine
English: Space,Abstand
English: Auto Size,Automatische Skalierung
English: Align Left,Links ausrichten
English: Bottom To Top,Von unten nach oben
English: &Edit,&Bearbeiten
English: &Ignore,&Ignorieren
English: Show Find Panel,Suchfeld anzeigen
English: Hide Find Panel,Suchfeld ausblenden
English: Export to XML,Als exportieren XML
English: Show Chart,Diagramm anzeigen
English: City,Stadt
English: Instance Key,Beispiel Schlüssel
English: Resume,Fortsetzen
English: Suspend,Aussetzen
English: Terminate,Beenden
English: Report Data,Berichtsdaten
English: Delete the selected comment.,Den ausgewählten Kommentar löschen.
English: Squiggly Underline,Wellenförmige Unterstreichung
English: Column Area,Spaltenbereich
English: Show Field List,Feldliste anzeigen
English: Row Area,Zeilenbereich
English: Document Options,Dokument Optionen
English: Application,Anwendung
English: Modify,Ändern
English: Left-to-right,Links-nach-rechts
English: Scroll Down,Nach unten scrollen
English: Paragraph...,Absatz...
English: Casual,Zufällig
English: The specified expression is invalid.,Der gewählte Ausdruck ist ungültig.
English: is any real number,ist eine beliebige reelle Zahl
English: is the text string containing the characters you want to extract,"ist die Textzeichenfolge, die die zu extrahierenden Zeichen enthält"
English: is an optional lower bound to the interval of x. If omitted A = 0,ist eine optionale untere Begrenzung des Intervalls für x. Wenn der Parameter fehlt dann ist A = 0
English: is the mean of ln(x),ist der Mittelwert der ln(x)
English: is a probability corresponding to the normal distributiona number between 0 and 1 inclusive,ist die zur Normalverteilung gehörige Wahrscheinlichkeit eine Zahl von einschließlich 0 bis einschließlich 1
English: is the numeric value at which to evaluate the distribution,ist der numerische Wert für den die Verteilung ausgewertet werden soll
English: is an integer indicating the number of degrees of freedom that characterize the distribution,ist eine ganze Zahl die die Anzahl der Freiheitsgrade bestimmt
English: is the caption to be displayed in the cell,ist die Beschriftung die in der Zelle angezeigt werden soll
English: month,Monat
English: per,pro
English: period,Periode
English: number_chosen,gewählte_Zahl
English: discount,Disagio
English: Greater Than...,Größer als...
English: Less Than...,Kleiner als...
English: 3-D Area,3-D Bereich
English: 3-D Column,3-D Säule
English: 3-D Line,3-D Linie
English: Group Footer,Gruppenfußzeile
English: Subtotal,Zwischenergebnis
English: Up Arrow,Pfeil nach oben
English: Min of {1} is {0},Min von {1} ist {0}
English: Snap to Grid,Am Raster einrasten
English: Browse your computer for the image file to upload,Ein Bild vom Computer hochladen
English: From the gallery,Aus der Galerie
English: Text Wrapping,Textumbruch
English: Go To Date,Gehe zu Datum
English: Open Recurring Item,Wiederkehrendes Element öffnen
English: week(s) on:,Woche(n) auf:
English: Modify Style,Format ändern
English: Show items for which,"Elemente anzeigen, für welche"
English: You can adjust the label's parameters here if required.,Bei Bedarf die Beschriftungsparameter hier anpassen.
English: Whole Words Only,Nur ganze Wörter
English: Reverse Icon Order,Umgekehrte Symbolreihenfolge
English: Add current selection to filter,Aktuelle Auswahl zum Filter hinzufügen
English: Opacity,Deckkraft
English: Finished searching throughout the document. No matches were found.,Suche im Dokument wurde beendet. Es wurden keine Übereinstimmungen gefunden.
English: For example 5-12,z.B. 5-12
English: Print to file,Als Datei drucken
English: Text Settings,Texteinstellungen
English: Align Lefts,Nach links ausrichten
English: Align Rights,Nach rechts ausrichten
English: Align Tops,Nach oben ausrichten
English: Align Middles,Mittig ausrichten
English: Align Bottoms,Nach unten ausrichten
English: Make Vertical Spacing Equal,Gleichmäßiger vertikaler Abstand
English: Increase Vertical Spacing,Vertikalen Abstand vergrößern
English: Make Horizontal Spacing Equal,Gleichmäßiger horizontaler Abstand
English: Increase Horizontal Spacing,Horizontalen Abstand vergrößern
English: Remove Horizontal Spacing,Horizontalen Abstand entfernen
English: Run Designer...,Designer starten
English: Create multiple groups each with a single field value or define several fields in the same group.,Erstellen Sie mehrere Gruppen mit jeweils einem einzelnen Feldwert oder definieren Sie mehrere Felder in derselben Gruppe.
English: Select data fields:,Datenfelder auswählen:
English: Number of columns:,Anzahl der Spalten:
English: Attributes:,Attribute:
English: Printed:,Gedruckt:
English: By:,Von:
English: Scale:,Skalieren:
English: Link to:,Link zu:
English: Footer:,Fußzeile:
English: {0} is protected.,{0} ist geschützt.
English: Zooming Options,Zoom Optionen
English: Empty Chart Text,Leerer Diagramm Text
English: Small Chart Text,Kurzer Diagramm Text
English: Page Size:,Seitengröße:
English: Border Dash Style,Rahmenstrich Stil
English: S&tart time:,Beginn:
English: Time,Zeit
English: {0} Total,{0} Gesamt
English: On the,Am
English: Busy,Beschäftigt
English: weekend,Wochenende
English: Export Options,Exportoptionen
English: Align Paragraph,Absatz ausrichten
English: Header & Footer,Kopf-  Fußzeile
English: Even Page Footer,Fußzeile gerade Seiten
English: Even Page Header,Kopfzeile gerade Seiten
English: First Page Footer,Fußzeile erste Seite
English: First Page Header,Kopfzeile erste Seite
English: Odd Page Footer,Fußzeile ungerade Seiten
English: Odd Page Header,Kopfzeile ungerade Seiten
English: All caps,Großbuchstaben
English: Section start,Abschnittsbeginn
English: Different odd and even,Unterschiedlich gerade/ungerade
English: Even page,Gerade Seite
English: Odd page,Ungerade Seite
English: This point forward,Dokument ab hier
English: At,Bei
English: Tab stop position,Tabstoppposition
English: Tab stops to be cleared,Zu löschende Tabstopps
English: Middle dots,Mittlere Punkte
English: Thick line,Dicke Linie
English: Create a new document.,Ein neues Dokument erzeugen.
English: Clear Formatting,Formatierung löschen
English: Start the next page at the current position.,Die nächste Seite an der aktuellen Position beginnen.
English: Page Count,Seitenanzahl
English: TIME,ZEIT
English: Display special formatting for the first row of the table.,Zeigt Sonderformatierung für die erste Zeile der Tabelle.
English: Split the selected cells into multiple new cells.,Die aktuelle Zelle in mehrere Zellen aufteilen.
English: Open Hyperlink,Hyperlink öffnen
English: Chart Anchor Point,Diagramm-Ankerpunkt
English: Pane Anchor Point,Bereich Ankerpunkt
English: Interlaced,Zeilensprung
English: Dash Dot,Strich Punkt
English: Dash Dot Dot,Strich Punkt Punkt
English: Rotation Direction,Rotationsrichtung
English: Fibonacci Retracement,Fibonacci Zurückverfolgung
English: Show Additional Levels,Zusätzliche Ebenen anzeigen
English: Labels Visibility,Sichtbarkeit von Beschriftungen
English: Max Limit,Maximales Limit
English: Min Limit,Minimales Limit
English: Two Columns,Zweispaltig
English: Weight:,Gewichtung:
English: Custom Labels,Benutzerdefinierte Beschriftung
English: 3D Simple Diagram,Einfaches 3D Diagramm
English: Value2,Wert2
English: Clear Selection,Auswahl löschen
English: Bottom N,Untere N
English: Top N,Obere N
English: Dimensions,Dimensionen
English: Scatter Chart,Punktediagramm
English: Attribute,Attribut
English: Select...,Auswählen...
English: Candle Stick,Leuchter
English: Range Area,Bereich
English: Spline,Spline
English: Spline Area,Spline-Bereich
English: Step Area,Stufen Bereich
English: Display Member,Anzeigefeld
English: Select All Values,Alle Werte auswählen
English: Squeeze,Pressen
English: Show Values,Werte anzeigen
English: Show Totals,Summen anzeigen
English: Done,Fertig
English: Point Labels,Punktbeschriftungen
English: Show Caption,Überschrift anzeigen
English: Edit Text,Text bearbeiten
English: Align Center Left,Mitte Links ausrichten
English: Align Center Right,Mitte rechts ausrichten
English: Show Column Grand Totals,Gesamtergebnisse der Spalte anzeigen
English: Show Column Totals,Spaltensummen anzeigen
English: (Custom),(Benutzerdefiniert)
English: Rotate to the Left,Nach links rotieren
English: Overlapping mode:,Überlappungsmodus:
English: Bound,Gebunden
English: WinLoss,Gewinn/Verlust
English: Last year,Letztes Jahr
English: Left Margin,Linker Rand
English: Right Margin,Rechter Rand
English: Adjust to,Anpassen an
English: Fit to,Anpassen an
English: Character set:,Zeichensatz:
English: Custom Margins...,Benutzerdefinierte Seitenränder...
English: Select a printer number of copies and other printing options before printing.,Wählen Sie einen Drucker die Anzahl der Kopien und andere Druckoptionen.
English: Export the current document in one of the available formats,Exportieren Sie das aktuelle Dokument in einem der verfügbaren Formate
English: Export to PDF,Export als PDF
English: Export to HTML,Export als HTML
English: Export to MHT,Export als MHT
English: Export to XLS,Export als XLS
English: Export to XLSX,Export als XLSX
English: Export to RTF,Export als RTF
English: Export to Image,Als Bild exportieren
English: Represents the Boolean True value.,Stellt den booleschen Wert True Wert dar.
English: Represents the Boolean False value.,Stellt den Boolean False-Wert dar.
English: Represents a null reference one that does not refer to any object.,"Stellt eine Nullreferenz dar, die auf kein Objekt verweist."
English: Finds the difference between two numbers.,Ermittelt die Differenz zwischen zwei Zahlen.
English: Returns the remainder (modulus) obtained by dividing one numeric expression into another.,"Gibt den Rest (Modulus) zurück, den man erhält, wenn man einen numerischen Ausdruck durch einen anderen dividiert."
English: Returns true if both operands have the same value; otherwise it returns false.,"Gibt true an, wenn beide Operanden den gleichen Wert haben; andernfalls wird false angezeigt."
English: Returns true if the operands do not have the same value; otherwise it returns false.,"Gibt true an, wenn die Operanden nicht denselben Wert haben; andernfalls wird false angezeigt."
English: Less than operator. Used to compare expressions.,Weniger als-Operator. Verwendet um Ausdrücke zu vergleichen.
English: Less than or equal to operator. Used to compare expressions.,Kleiner oder gleich der Betreiber. Verwendet um Ausdrücke zu vergleichen.
English: Greater than or equal to operator. Used to compare expressions.,"""Größer oder gleich""-Operator. Wird verwendet um Ausdrücke zu vergleichen."
English: Greater than operator. Used to compare expressions.,"""Größer als""-Operator. Wird verwendet um Ausdrücke zu vergleichen."
English: In ()Tests for the existence of a property in an object.,In () Prüft die Existenz einer Eigenschaft in einem Objekt.
English: Compares a string against a pattern. If the value of the string matches the pattern result is true. If the string does not match the pattern result is false. If both string and pattern are empty strings the result is true.,"Vergleicht eine Zeichenkette mit einem Muster. Wenn der Wert der Zeichenkette mit dem Muster übereinstimmt, ist das Ergebnis true. Stimmt die Zeichenfolge nicht mit dem Muster überein, ist das Ergebnis falsch. Wenn sowohl string als auch pattern leere Strings sind, ist das Ergebnis true."
English: Performs a logical conjunction on two expressions.,Führt eine logische Verknüpfung zweier Ausdrücke durch
English: Performs a logical disjunction on two Boolean expressions.,Führt eine logische Disjunktion an zwei booleschen Ausdrücken durch.
English: Performs logical negation on an expression.,Führt eine logische Negation eines Ausdrucks aus.
English: &Finish,&Fertig
English: Notched Arrow,Gekerbter Pfeil
English: Change Image,Bild ändern
English: Circular,Kreisförmig
English: Page orientation,Seitenausrichtung
English: Theme,Thema
English: Path does not exist. Check the path and try again.,Pfad ist nicht vorhanden. Überprüfen Sie den Pfad und versuchen Sie es erneut.
English: Company,Firma
English: Try Again,Erneut versuchen
English: Show Auto Filter Row,Autofilterzeile einblenden
English: Hide Auto Filter Row,Autofilterzeile ausblenden
English: Layout Tree View,Layout-Strukturansicht
English: Completed,Abgeschlossen
English: Event,Ereignis
English: New Report Wizard,Neuer Berichtsassitent
English: Exists,Existiert
English: Page Setup...,Seiten Setup...
English: Filter Builder,Filtergenerator
English: simpleSeparator1,einfachSeperator1
English: Select a printer number of copies and other printing options before printing.,ählen Sie einen Drucker Anzahl der Kopien und andere Druckoptionen vor dem Drucken.
English: &Quick Print,&Schnelldruck
English: Remove Hyperlinks,Hyperlinks entfernen
English: '{0}' is not a valid value for '{1}',{0}' ist kein gültiger Wert für '{1}'
English: Data Area,Datenbereich
English: Filter Area,Filterbereich
English: Row Headers,Zeilenüberschriften
English: Page Settings,Seiteneinstellungen
English: Look-Up Values,Look-Up Werte
English: Left Arrow,Pfeil nach links
English: Table Layout,Tabellenlayout
English: Strong,Stark
English: Attachments,Anhänge
English: Save Report,Bericht speichern
English: Line Numbers,Zeilennummern
English: Delete Repeated Word,Lösche wiederholtes Wort
English: Group Fields,Felder-Gruppe
English: Export...,Exportieren...
English: Sizing,Größenbestimmung
English: Report Explorer,Berichts Explorer
English: is the number for which you want to find the rank,ist die Zahl für die der Rang ermittelt werden soll
English: is an array of or a reference to a list of numbers. Nonnumeric values are ignored,ist ein Array von oder ein Bezug auf eine Liste mit Zahlen. Nicht numerische Werte werden ignoriert
English: is a number: rank in the list sorted descending = 0 or omitted; rank in the list sorted ascending = any nonzero value,ist eine Zahl: Rang in der absteigend sortierten Liste = 0 oder ohne Angabe; Rang in der aufsteigend sortierten Liste = jeder Wert ungleich Null
English: is the number of successes in trials,ist die Zahl der günstigen Ereignisse der Experimente
English: is the number of independent trials ,ist die Zahl der unabhängigen Zufallsexperimente
English: is the probability of success on each trial,ist die Wahrscheinlichkeit für den günstigen Ausgang des Experiments
English: is the significance level used to compute the confidence level a number greater than 0 and less than 1,das zur Berechnung des Konfidenzniveaus verwendete Signifikanzniveau eine Zahl größer als 0 und kleiner als 1
English: is the population standard deviation for the data range and is assumed to be known. Standard_dev must be greater than 0,ist die Standardabweichung der Grundgesamtheit für den Datenbereich und wird als bekannt vorausgesetzt. Standard_dev muss größer als 0 sein
English: is the value to round,ist der zurundende Wert
English: is a probability associated with the F cumulative distribution a number between 0 and 1 inclusive ,"ist eine Wahrscheinlichkeit, die mit der kumulativen F-Verteilung verbunden ist, eine Zahl zwischen 0 und 1 einschließlich"
English: specifies the number of distribution tails to return: one-tailed distribution = 1; two-tailed distribution = 2,"gibt die Anzahl der Verteilungsspitzen an, die zurückgegeben werden sollen: einseitige Verteilung = 1; zweiseitige Verteilung = 2"
English: is the array or cell range of numeric values for which you want the quartile value,"ist das Array oder der Zellbereich der numerischen Werte, für die Sie den Quartilswert benötigen"
English: is a number: minimum value = 0; 1st quartile = 1; median value = 2; 3rd quartile = 3; maximum value = 4,ist eine Zahl: Mindestwert = 0; 1. Quartil = 1; Medianwert = 2; 3. Quartil = 3; Höchstwert = 4
English: is the array or range of data that defines relative standing,"ist die Reihe oder der Bereich von Daten, die den relativen Stand definieren"
English: is the array or range of data with numeric values that defines relative standing,"ist die Reihe oder der Bereich von Daten mit numerischen Werten, die den relativen Stand definieren"
English: is an optional value that identifies the number of significant digits for the returned percentage three digits if omitted (0.xxx%),"ist ein optionaler Wert, der die Anzahl der signifikanten Ziffern für den zurückgegebenen Prozentsatz angibt - drei Ziffern, wenn er weggelassen wird (0.xxx%)"
English: is the probability associated with the two-tailed Student's t-distributiona number between 0 and 1 inclusive,ist die zur zweiseitigen (Student) t-Verteilung gehörige Wahrscheinlichkeiteine Zahl von einschließlich 0 bis einschließlich 1
English: is a positive integer indicating the number of degrees of freedom to characterize the distribution,ist eine positive Ganzzahl die die Anzahl der Freiheitsgrade angibt durch die die Verteilung bestimmt ist
English: is the octal number you want to convert,ist die oktale Zahl die Sie umwandeln möchten
English: is the Treasury bill's maturity date expressed as a serial date number,ist der Fälligkeitstermin des Wertpapiers angegeben als fortlaufende Zahl
English: is a serial date number that represents the end date,ist die fortlaufende Zahl die Enddatum repräsentiert
English: is the range of cells you want evaluated for the particular condition,ist der Zellenbereich der für eine bestimmte Bedingung ausgewertet werden soll
English: start_period,Zeitraum_Anfang
English: end_period,Zeitraum_Ende
English: size,Größe
English: Format cells that are BETWEEN:,Formatieren von Zellen zwischen:
English: Bottom 10 Items,Untere 10 Elemente
English: Format cells that rank in the BOTTOM:,Zellen mit den niedrigsten Werten formatieren:
English: Graded Color Scale,Farbverlaufskala
English: Icon Set,Symbolsatz
English: Red Text,Roter Text
English: Left-to-Right,Von links nach rechts
English: Right-to-Left,Von rechts nach links
English: Above Average...,Über dem Durchschnitt...
English: Below Average...,Unter dem Durchschnitt...
English: Bottom 10 Items...,Untere 10 Elemente...
English: A Date Occurring...,Ein Datum triff ein
English: Duplicate Values...,Doppelte Werte...
English: Equal To...,Gleich...
English: Highlight Cells Rules,Regeln zum Hervorheben von Zellen
English: 3 Symbols (Uncircled),3 Symbole (nicht eingekreist)
English: 3 Symbols (Circled),3 Symbole (eingekreist)
English: Text that Contains...,Textinhalt enthält...
English: Allow Users to Edit Ranges,Benutzerberechtigungen zum Bearbeiten von Bereichen
English: below,unterhalb
English: Dates Occurring,Daten treffen ein
English: No Blanks,Keine Leerzeichen
English: Specific Text,Bestimmter Text
English: No Format Set,Kein Format festgelegt
English: Format only cells that contain,Nur Zellen formatieren die enthalten
English: Use Border Color,Rahmenfarbe verwenden
English: Use Font,Schriftart verwenden
English: Collection Editor,Sammlung bearbeiten
English: String Collection Editor,Bezeichnungen bearbeiten
English: Summary Running,Fortlaufende Zusammenfassung
English: &Ignore null values,&Ignoriere NULL-Werte
English: Min={0},Min = {0}
English: Max={0},Max = {0}
English: ToolTip,ToolTip
English: This field is required,Feld ist erforderlich
English: Delete Row,Zeile löschen
English: Keep lines together,Zeilen zusammenhalten
English: Default cell margins,Standardzellenbegrenzungen
English: Default cell spacing,Standardzellenabstand
English: Cell margins,Zellenbegrenzungen
English: Customize Numbered List,Nummerierte Liste anpassen
English: Customize Bulleted List,Liste mit Aufzählungszeichen anpassen
English: Bullet position,Position des Aufzählungszeichens
English: Number position,Position der Zahl
English: The spelling check is complete.,Die Rechtschreibprüfung ist abgeschlossen.
English: Repeated Word:,Wiederholtes Wort:
English: relative to,relativ zu
English: Wrapping style,Umbruchart
English: End by:,Endet am:
English: End after:,Endet nach:
English: Click Snooze to be reminded again in:,Klicke auf Später um erneut erinnert zu werden in:
English: Start time:,Startzeit:
English: Open Item,Öffne Element
English: Time Zone:,Zeitzone:
English: Change Chart Title,Diagrammtitel bearbeiten
English: Paper size:,Papiergröße:
English: Different odd and even pages,Unterschiedliche gerade und ungerade Seiten
English: Scale with document,Mit Dokument skalieren
English: Align with page margins,An Seitenrändern ausrichten
English: Right Header,Rechte Kopfzeile
English: Left Footer,Linke Fußzeile
English: Right Footer,Rechte Fußzeile
English: Insert File Name,Dateiname einfügen
English: Top 10 Filter,Top 10 Filter
English: Show items for which the label,Elemente der Beschriftung anzeigen
English: Is any of,ist einer aus
English: Is like,ist wie
English: Is none of,ist keiner von
English: Is not like,ist nicht wie
English: Compact Navigation,Kompaktnavigation
English: Find Text,Text suchen
English: Format only cells with:,Nur Zellen formatieren mit:
English: Format values where this formula is true:,Werte formatieren für die diese Formel wahr ist:
English: Display each icon according to these rules:,Jedes Symbol entsprechend der folgenden Regeln anzeigen:
English: Format Style:,Formatstil:
English: Recent Colors,Verwendete Farben
English: Theme Colors,Themenfarben
English: Expand current bookmark,Aktuelles Lesezeichen erweitern
English: Avg of {1} is {0:0.##},Avg von {1} ist {0:#.##}
English: Sum of {1} is {0:0.##},Sum von {1} ist {0:#.##}
English: Click here to add a new row,Hier klicken um eine neue Zeile hinzuzufügen
English: Full Collapse,Alles einklappen
English: Full Expand,Alles erweitern
English: Open a PDF file.,Eine PDF-Datei öffnen.
English: Print file.,Datei drucken.
English: Zoom in to get a close-up view of the PDF document.,Vergrößern Sie die Anzeige um eine Nahansicht des PDF-Dokuments erhalten.
English: (Ctrl + Plus),(Strg + Plus)
English: (Ctrl + Minus),(Strg + Minus)
English: Cannot find a constructor with a PdfViewer type parameter in the {0} class,Ein Konstruktor mit einem Parameter des Typs 'PdfViewer' kann in der Klasse {0} nicht gefunden werden.
English: Please enter a Document Open password,Bitte geben Sie ein Kennwort zum Öffnen des Dokuments ein
English: The password is incorrect. Please make sure that Caps Lock is not enabled.,Das Passwort ist falsch. Bitte achten Sie darauf dass die Feststelltaste nicht aktiviert ist.
English: Unable to load the PDF document because the following file is not available or it is not a valid PDF document. Please ensure that the application can access this file and that it is validor specify a different file.,Das PDF-Dokument konnte nicht geladen werden weil die folgende Datei nicht existiert oder nicht als gültiges PDF-Dokument erkannt werden konnte. Bitte stellen Sie sicher dass die Anwendung auf die Datei zugreifen kann und dass sie intakt ist oder wählen
English: Number of copies,Anzahl der Kopien
English: Custom scale:,Benutzerdefinierter Maßstab:
English: Fit,Anpassen
English: Do you want to save the changes to the document before closing it?,Möchten Sie die Änderungen am Dokument speichern bevor es geschlossen wird?
English: Copies,Exemplare
English: Uncollated,Getrennt
English: Size to Grid,Auf Raster skalieren
English: Unbound,Ungebunden
English: Load File...,Datei laden...
English: Repeat Every Page,Jede Seite wiederholen
English: Ignore Null Values,Ignoriere Nullwerte
English: Select the report type you wish to create.,Wählen Sie den Bericht aus den Sie erstellen möchten.
English: The report layout specifies the manner in which selected data fields are arranged on individual pages.,Das Berichtslayout definiert wie ausgewählte Datenfelder auf einzelnen Seiten angeordnet werden.
English: Align Left 1,Links ausrichten 1
English: Align Left 2,Links ausrichten 2
English: Columnar,Säulenförmig
English: We have all the information needed to process the report.,Wir haben alle Informationen die erforderlich sind um den Bericht zu verarbeiten.
English: Select the columns you want to display within your report.,Wählen Sie die Spalten zur Anzeige im Bericht aus.
English: Start at:,Starten mit:
English: Current style:,Aktuelle Formatvorlage:
English: Address:,Addresse:
English: File:,Datei:
English: Number of rows:,Anzahl der Zeilen:
English: Show levels:,Ebenen zeigen:
English: Active View,Aktive Ansicht
English: Calendar Tools,Kalender Tools
English: Time Ruler,Zeitleiste
English: End date:,Enddatum:
English: Delete this occurrence,Dieses Ereignis löschen
English: Delete the series,Lösche die Serie
English: Start date:,Startdatum:
English: min,min
English: Bar Appearance:,Balkendarstellung:
English: _Delete,_Löschen
English: Structure,Struktur
English: Compare values across categories.,Vergleicht Werte verschiedener Kategorien.
English: Zero,Null
English: Percent Options,Prozentoptionen
English: Marker 1,Markierung 1
English: Marker 2,Markierung 2
English: Border 1,Rand 1
English: Border 2,Rand 2
English: Exploded Points,Explosionsdarstellung
English: Max Value Label,Max Wertebezeichung
English: Min Value Label,Min Wertebezeichnung
English: Top N Options,Top N Optionen
English: Threshold Percent,Schwelle Prozentsatz
English: Size In Pixels,Größe in Pixel
English: Visual Range,Sichtbarer Bereich
English: Interlaced Fill Style,Abwechselnder Füllstil
English: Hatch,Muster
English: Dock Corner,Dock-Ecke
English: Use Keyboard,Tastatur verwenden
English: Indents,Einzüge
English: Use touch device,Touch Gerät verwenden
English: Levels,Ebenen
English: Bar Direction,Balkenrichtung
English: Flat Light,Flaches Licht
English: layoutControlItem5,layoutKontrolleElement5
English: layoutControlItem3,layoutKontrolleElement3
English: Use Print Styles,Druckstile verwenden
English: &Size:,&Größe:
English: Snap Lines,Fangen Sie Linien
English: Auto Module,Auto-Modul
English: Size Changed,Größe geändert
English: &Start at:,&Beginnen mit:
English: OutlineLevel,Gliederungsebene
English: &Modify,&Ändern
English: &Options...,&Optionen...
English: The Editable Text Editable Text of every Editable Text month(s),Der bearbeitbare Text bearbeitbarer Text jedes bearbeitbaren Textes Monat€
English: New style name:,Neuer Stilname:
English: layoutControlGroup,layoutKontrollGruppe
English: layoutEndGroup,layoutEndGruppe
English: layoutResourcesGroup,layoutRessourcenGruppe
English: Open or close the drop-down window,Öffnen oder schließen des Dropdown-Fensters
English: Beyond Next Month,nach dem nächsten Monat
English: Three Weeks Ago,vor 3 Wochen
English: Three Weeks Away,in 3 Wochen
English: Two Weeks Ago,vor 2 Wochen
English: Two Weeks Away,in 2 Wochen
English: Decrement by {0},Verringern um {0}
English: Increment by {0},Erhöhen um {0}
English: Check All,Alle auswählen
English: Borders & Shadings,Ränder und Schattierungen
English: Don't add space between paragraphs of the same style,Keine Leerräume zwischen Absätzen gleicher Formatierung einfügen
English: Loading,Läd
English: Edit this section's header.,Kopfzeile dieses Abschnitts bearbeiten.
English: Edit this section's footer.,Fußzeile dieses Abschnitts bearbeiten.
English: Custom Margins,Benutzerdefinierte Seitenränder
English: Outside Borders,Seitenränder außen
English: Area 3D,Bereich 3D
English: Show axis labels rotated at -90 degrees.,Achsenbeschriftungen um -90 Grad gedreht anzeigen.
English: Exponential Moving Average,Exponentieller gleitender Durchschnitt
English: Logarithmic Base,Logarithmische Basis
English: Show Below Line,Unterhalb der Linie zeigen
English: Zoom Percent,% Vergrößerung
English: Max Size,Max Größe
English: Min Size,Min Größe
English: Align to Center,Zentriert ausrichten
English: Series:,Serie:
English: Triangular Moving Average,Dreieckige gleitender Durchschnitt
English: Weighted Moving Average,Gewichteter gleitenden Durchschnitt
English: Excel Data Source,Excel-Datenquelle
English: Maps,Landkarten
English: Measures,Maßnahmen
English: Column{0},Spalte {0}
English: Print Headers on Every Page,Kopfzeilen auf jeder Seite drucken
English: Add Argument,Parameter hinzufügen
English: Default Value,Standardwert
English: Show point markers,Punktmarker anzeigen
English: Three-Quarter Circular,Dreiviertelkreis
English: Bar Options,Balkenoptionen
English: Greater than,Größer als
English: Insert '{0}',Einfügen von '{0}'
English: Change Data Source,Datenquelle ändern
English: Null,Null
English: History,Verlauf
English: Maximum value,Maximalwert
English: Minimum value,Minimalwert
English: Hide overlapping labels,Überlappende Beschriftungen ausblenden
English: Reposition overlapping labels,Überlappende Beschriftungen verschieben
English: Number of levels:,Anzahl der Ebenen:
English: Allow Edit,Bearbeiten erlauben
English: Show grid lines,Rasterlinien anzeigen
English: Filter by:,Filtern nach:
English: Title attribute:,Titel-Attribut:
English: Weave,Gewebe
English: Plaid,Kariert
English: Divot,Divot
English: Shingle,Schindel
English: Trellis,Spalier
English: Round,Runde
English: Close Preview,Vorausschau schließen
English: Page Orientation,Seitenausrichtung
English: Not empty,Ist nicht leer
English: Year to Date,Bisheriger Jahresverlauf
English: All Dates in the Period,Alle Termine im Zeitraum
